,id,year,bdeadlow,bdeadhig,bdeadbes,annualdata,source,bdversion,location,sidea,sidea2nd,sideb,sideb2nd,incomp,terr,int,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version,decade,Length_Battle
0,1,1946,1000,9999,1000.0,2,1,3,BOLIVIA,BOLIVIA,,POPULAR REVOLUTIONARY MOVEMENT,,2,,2,1,3,1946-06-01,4,6/1/46,4,1,1946-07-21,,145,,,,145.0,Americas,2009-4,1940,50.0
1,1,1952,450,3000,1725.0,2,1,3,BOLIVIA,BOLIVIA,,MNR,,2,,1,1,3,1946-06-01,4,4/9/52,1,1,1952-04-12,,145,,,,145.0,Americas,2009-4,1950,2142.0
2,1,1967,25,999,82.0,2,1,3,BOLIVIA,BOLIVIA,,ELN,,2,,1,1,3,1946-06-01,4,3/1/67,3,1,1967-10-16,,145,,,,145.0,Americas,2009-4,1960,7807.0
3,2,1946,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1940,
4,2,1947,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1940,
5,2,1948,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1940,
6,2,1949,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1940,
7,2,1950,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1950,
8,2,1951,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1950,
9,2,1952,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,0,,,220,,,,811.0,Asia,2009-4,1950,
10,2,1953,25,999,512.0,0,0,3,CAMBODIA,FRANCE,,KHMER ISSARAK,,1,Cambodia,1,0,1,1946-08-01,3,8/1/46,3,1,1953-12-31,,220,,,,811.0,Asia,2009-4,1950,2709.0
11,3,1946,16666,333333,200000.0,1,1,3,CHINA,CHINA,,PLA,,2,,2,1,3,1946-01-01,7,1/1/46,7,0,,,710,,,,710.0,Asia,2009-4,1940,
12,3,1947,25000,500000,300000.0,1,1,3,CHINA,CHINA,,PLA,,2,,2,1,3,1946-01-01,7,1/1/46,7,0,,,710,,,,710.0,Asia,2009-4,1940,
13,3,1948,29167,583333,350000.0,1,1,3,CHINA,CHINA,,PLA,,2,,2,1,3,1946-01-01,7,1/1/46,7,0,,,710,,,,710.0,Asia,2009-4,1940,
14,3,1949,29167,583334,350000.0,1,1,3,CHINA,CHINA,,PLA,,2,,2,1,3,1946-01-01,7,1/1/46,7,1,1949-10-01,,710,,,,710.0,Asia,2009-4,1940,1369.0
15,4,1946,6000,40000,38500.0,0,1,3,GREECE,GREECE,,DSE,,2,,2,1,3,1946-03-01,4,3/1/46,4,0,,,350,,,,350.0,Europe,2009-4,1940,
16,4,1947,6000,40000,38500.0,0,1,3,GREECE,GREECE,,DSE,,2,,2,1,3,1946-03-01,4,3/1/46,4,0,,,350,,,,350.0,Europe,2009-4,1940,
17,4,1948,6000,40000,38500.0,0,1,3,GREECE,GREECE,,DSE,,2,,2,1,3,1946-03-01,4,3/1/46,4,0,,,350,,,,350.0,Europe,2009-4,1940,
18,4,1949,6000,40000,38500.0,0,1,3,GREECE,GREECE,,DSE,,2,,2,1,3,1946-03-01,4,3/1/46,4,1,1949-10-16,,350,,,,350.0,Europe,2009-4,1940,1325.0
19,5,1946,655,5000,2827.5,2,1,3,INDONESIA,NETHERLANDS,,INDONESIAN PEOPLES ARMY,,1,Indonesia,1,0,1,1945-10-13,2,1/1/46,5,0,,,210,,,,850.0,Asia,2009-4,1940,
20,5,1947,74,5000,2537.0,2,1,3,INDONESIA,NETHERLANDS,,INDONESIAN PEOPLES ARMY,,1,Indonesia,1,0,1,1945-10-13,2,1/1/46,5,0,,,210,,,,850.0,Asia,2009-4,1940,
21,5,1948,150,2150,1150.0,0,1,3,INDONESIA,NETHERLANDS,,INDONESIAN PEOPLES ARMY,,1,Indonesia,1,0,1,1945-10-13,2,1/1/46,5,0,,,210,,,,850.0,Asia,2009-4,1940,
22,5,1949,150,2150,1150.0,0,1,3,INDONESIA,NETHERLANDS,,INDONESIAN PEOPLES ARMY,,1,Indonesia,1,0,1,1945-10-13,2,1/1/46,5,1,1949-06-30,,210,,,,850.0,Asia,2009-4,1940,1356.0
23,6,1946,0,1000,25.0,2,1,3,IRAN,IRAN,,KDPI,RUSSIA (SOVIET UNION),1,Kurdistan,1,0,4,1946-05-01,3,5/1/46,3,1,1946-12-16,,630,,,365.0,630.0,Middle East,2009-4,1940,229.0
24,6,1966,25,999,512.0,0,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/66,5,0,,,630,,,,630.0,Middle East,2009-4,1960,
25,6,1967,25,999,512.0,0,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/66,5,0,,,630,,,,630.0,Middle East,2009-4,1960,
26,6,1968,25,999,512.0,0,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/66,5,1,1968-12-31,,630,,,,630.0,Middle East,2009-4,1960,8280.0
27,6,1979,200,1000,600.0,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,2,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1970,
28,6,1980,1000,4000,1000.0,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,2,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
29,6,1981,25,999,512.0,0,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
30,6,1982,1000,9166,5083.0,1,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,2,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
31,6,1983,25,9167,4596.0,1,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
32,6,1984,25,9167,4596.0,1,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
33,6,1985,25,999,512.0,1,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
34,6,1986,25,999,512.0,1,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
35,6,1987,25,999,512.0,1,0,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,0,,,630,,,,630.0,Middle East,2009-4,1980,
36,6,1988,25,2000,1012.5,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/79,5,1,1988-12-31,,630,,,,630.0,Middle East,2009-4,1980,15585.0
37,6,1990,25,999,50.0,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/90,5,1,1990-12-31,,630,,,,630.0,Middle East,2009-4,1990,16315.0
38,6,1993,50,200,50.0,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/93,5,1,1993-12-31,,630,,,,630.0,Middle East,2009-4,1990,17411.0
39,6,1996,25,999,27.0,2,1,3,IRAN,IRAN,,KDPI,,1,Kurdistan,1,1,3,1946-05-01,3,1/1/96,5,1,1996-12-31,,630,,,,630.0,Middle East,2009-4,1990,18507.0
40,7,1946,20,1000,20.0,2,1,3,IRAN,IRAN,,REPUBLIC OF AZERBAIJAN,RUSSIA (SOVIET UNION),1,Azerbaijan,1,0,4,1945-11-19,1,1/1/46,5,1,1946-12-16,,630,,,365.0,630.0,Middle East,2009-4,1940,392.0
41,8,1946,92,373,92.0,2,1,3,ISRAEL,UNITED KINGDOM,,IZL [ETZEL],,1,Israel,1,0,1,2039-03-01,4,1/1/46,5,1,1946-12-31,,200,,,,666.0,Middle East,2009-4,1940,-33663.0
42,9,1946,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,0,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1940,
43,9,1947,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,0,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1940,
44,9,1948,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,0,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1940,
45,9,1949,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,0,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1940,
46,9,1950,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,1,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1950,
47,9,1951,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,1,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1950,
48,9,1952,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,1,1,1946-03-01,4,3/1/46,4,0,,,220,,,,812.0,Asia,2009-4,1950,
49,9,1953,25,999,512.0,0,0,3,LAOS,FRANCE,,LAO ISSARA,,1,Laos,1,1,1,1946-03-01,4,3/1/46,4,1,1953-10-31,,220,,,,812.0,Asia,2009-4,1950,2801.0
50,10,1946,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1940,
51,10,1947,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1940,
52,10,1948,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1940,
53,10,1949,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1940,
54,10,1950,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1950,
55,10,1951,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1950,
56,10,1952,1000,2154,1077.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1950,
57,10,1953,1000,2156,1078.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,0,,,840,,,,840.0,Asia,2009-4,1950,
58,10,1954,1000,2156,1078.0,0,1,3,PHILIPPINES,PHILIPPINES,,HUK,,2,,2,1,3,1946-07-01,4,7/1/46,4,1,1954-12-31,,840,,,,840.0,Asia,2009-4,1950,3105.0
59,10,1969,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1960,
60,10,1970,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
61,10,1971,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
62,10,1972,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
63,10,1973,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
64,10,1974,861,1842,1351.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
65,10,1975,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
66,10,1976,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
67,10,1977,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
68,10,1978,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
69,10,1979,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1970,
70,10,1980,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
71,10,1981,862,1842,1352.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
72,10,1982,1000,1842,1421.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
73,10,1983,1000,1842,1421.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
74,10,1984,1000,1842,1421.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
75,10,1985,1000,1842,1421.0,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
76,10,1986,1000,1843,1421.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
77,10,1987,1000,1843,1421.5,0,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
78,10,1988,25,1500,762.5,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
79,10,1989,600,1095,847.5,2,1,3,PHILIPPINES,PHILIPPINES,,"CPP, MILITARY FACTION (FORCES OF HONASAN, ABENINA & ZUMEL)",,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1980,
80,10,1990,25,999,405.0,2,1,3,PHILIPPINES,PHILIPPINES,,"CPP, MILITARY FACTION (FORCES OF HONASAN, ABENINA & ZUMEL)",,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1990,
81,10,1991,1200,1500,1350.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,2,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1990,
82,10,1992,1000,2290,1645.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1990,
83,10,1993,523,800,661.5,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1990,
84,10,1994,25,200,112.5,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,0,,,840,,,,840.0,Asia,2009-4,1990,
85,10,1995,30,100,65.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,9/1/69,4,1,1995-12-13,,840,,,,840.0,Asia,2009-4,1990,18062.0
86,10,1997,30,100,65.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,11/23/97,1,1,1997-12-22,,840,,,,840.0,Asia,2009-4,1990,18802.0
87,10,1999,15,100,57.5,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,1990,
88,10,2000,50,212,131.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
89,10,2001,40,119,79.5,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
90,10,2002,30,250,140.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
91,10,2003,40,250,145.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
92,10,2004,60,339,265.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
93,10,2005,25,234,200.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
94,10,2006,208,306,306.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
95,10,2007,83,132,132.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
96,10,2008,103,172,172.0,2,1,3,PHILIPPINES,PHILIPPINES,,CPP,,2,,1,1,3,1946-07-01,4,6/6/99,1,0,,,840,,,,840.0,Asia,2009-4,2000,
97,11,1946,25,410,410.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,FOREST BROTHERS,,1,Estonia,1,1,3,1944-01-01,6,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
98,11,1947,25,71,71.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,FOREST BROTHERS,,1,Estonia,1,1,3,1944-01-01,6,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
99,11,1948,25,186,186.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,FOREST BROTHERS,,1,Estonia,1,1,3,1944-01-01,6,1/1/46,5,1,1948-12-31,,365,,,,365.0,Europe,2009-4,1940,1826.0
100,12,1946,25,557,557.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,"LNPA, LTS(P)A",,1,Latvia,1,0,3,1945-01-01,6,1/1/46,5,1,1946-12-31,,365,,,,365.0,Europe,2009-4,1940,729.0
101,13,1946,1000,3971,3971.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,BDPS,,1,Lithuania,2,1,3,1946-06-06,4,6/6/46,4,0,,,365,,,,365.0,Europe,2009-4,1940,
102,13,1947,1000,3749,3749.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,BDPS,,1,Lithuania,2,1,3,1946-06-06,4,6/6/46,4,0,,,365,,,,365.0,Europe,2009-4,1940,
103,13,1948,25,900,900.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,BDPS,,1,Lithuania,1,1,3,1946-06-06,4,6/6/46,4,1,1948-12-31,,365,,,,365.0,Europe,2009-4,1940,939.0
104,14,1946,1000,7942,7942.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,UPA,,1,Ukraine,2,1,3,1941-01-01,5,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
105,14,1947,1000,6364,6364.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,UPA,,1,Ukraine,2,1,3,1941-01-01,5,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
106,14,1948,1000,3263,3263.0,1,1,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,UPA,,1,Ukraine,2,1,3,1941-01-01,5,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
107,14,1949,25,999,512.0,0,0,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,UPA,,1,Ukraine,1,1,3,1941-01-01,5,1/1/46,5,0,,,365,,,,365.0,Europe,2009-4,1940,
108,14,1950,25,999,512.0,0,0,3,RUSSIA (SOVIET UNION),RUSSIA (SOVIET UNION),,UPA,,1,Ukraine,1,1,3,1941-01-01,5,1/1/46,5,1,1950-12-31,,365,,,,365.0,Europe,2009-4,1950,3651.0
109,15,1946,102,275,188.5,2,1,3,"FRANCE, THAILAND",THAILAND,,FRANCE,,1,Northern Cambodia,1,0,2,1946-05-07,1,5/7/46,1,1,1946-11-17,,800,,220.0,,220800.0,Asia,2009-4,1940,194.0
110,16,1946,38,44,41.0,2,1,3,"ALBANIA, UNITED KINGDOM",UNITED KINGDOM,,ALBANIA,,1,Korfu Channel,1,0,2,1946-10-22,1,10/22/46,1,1,1946-12-31,,200,,339.0,,339200.0,Europe,2009-4,1940,70.0
111,17,1946,23565,66666,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1940,
112,17,1947,23566,66666,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1940,
113,17,1948,23566,66666,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1940,
114,17,1949,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1940,
115,17,1950,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1950,
116,17,1951,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1950,
117,17,1952,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1950,
118,17,1953,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,0,,,220,,,,816.0,Asia,2009-4,1950,
119,17,1954,23566,66667,41947.0,0,1,3,VIETNAM,FRANCE,,VIET MINH,,1,Vietnam,2,1,1,1946-11-20,1,11/20/46,1,1,1954-07-21,,220,,,,816.0,Asia,2009-4,1950,2800.0
120,18,1947,540,18000,1000.0,2,1,3,CHINA,CHINA,,TAIWANESE INSURGENTS,,1,Taiwan,2,1,3,1947-02-28,1,2/28/47,1,1,1947-03-24,,710,,,,710.0,Asia,2009-4,1940,24.0
121,19,1947,1000,9999,5499.5,0,0,3,HYDERABAD,HYDERABAD,,CPI,,2,,2,1,3,1947-06-01,4,6/1/47,4,0,,,-99,,,,-99.0,Asia,2009-4,1940,
122,19,1948,1000,9999,5499.5,0,0,3,HYDERABAD,HYDERABAD,,CPI,,2,,2,1,3,1947-06-01,4,6/1/47,4,1,1948-09-18,,-99,,,,-99.0,Asia,2009-4,1940,475.0
123,20,1948,2000,7500,7500.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,2,1,2,1948-01-01,5,1/1/48,5,1,1948-12-31,,750,,770.0,,750770.0,Asia,2009-4,1940,365.0
124,20,1964,104,400,252.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,1,1,2,1948-01-01,5,1/1/64,5,0,,,750,,770.0,,750770.0,Asia,2009-4,1960,
125,20,1965,2163,7000,5000.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,2,1,2,1948-01-01,5,1/1/64,5,1,1965-12-31,,750,,770.0,,750770.0,Asia,2009-4,1960,6574.0
126,20,1971,8241,11223,11223.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,2,1,2,1948-01-01,5,12/3/71,1,1,1971-12-17,,750,,770.0,,750770.0,Asia,2009-4,1970,8751.0
127,20,1984,25,100,62.5,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,1,1,2,1948-01-01,5,1/1/84,5,1,1984-12-31,,750,,770.0,,750770.0,Asia,2009-4,1980,13514.0
128,20,1987,25,999,100.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,1,1,2,1948-01-01,5,1/1/87,5,1,1987-12-31,,750,,770.0,,750770.0,Asia,2009-4,1980,14609.0
129,20,1989,25,999,50.0,2,1,3,"INDIA, PAKISTAN",INDIA,,PAKISTAN,,1,Kashmir,1,1,2,1948-01-01,5,1/1/89,5,0,,,750,,770.0,,750770.0,Asia,2009-4,1980,
